,city,cloudiness,country,humidity,lat,number,temp,windspeed,request url
0,Faanui,56,PF,97,-16.48,4034551,83.33,13.31,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Faanui
1,Porto Walter,48,BR,82,-8.27,3662761,81.35,1.68,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Porto Walter
2,Tamandare,20,BR,56,-8.28,3661980,93.2,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tamandare
3,Madimba,40,CM,100,4.42,2221046,77.0,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Madimba
4,Bukama,12,CD,81,-9.2,217834,73.25,3.91,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bukama
5,Lata,64,IN,83,30.78,1253628,48.91,2.35,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Lata
6,Atuona,88,PF,100,-9.8,4020109,80.45,16.67,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Atuona
7,Merauke,48,ID,100,-8.49,2082539,78.74,5.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Merauke
8,Jamestown,0,AU,85,-33.21,2069194,41.71,3.58,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Jamestown
9,Puerto Ayora,75,EC,74,-0.74,3652764,80.6,12.75,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Puerto Ayora
10,Kamina,20,CD,85,-8.74,214614,69.61,3.8,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Kamina
11,Matamba,56,CD,96,-5.95,214481,70.51,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Matamba
12,Porto Velho,75,BR,66,-8.75,3662762,86.0,1.12,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Porto Velho
13,Bambanglipuro,12,ID,100,-7.95,1650434,69.38,2.13,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bambanglipuro
14,Mpulungu,88,ZM,88,-8.77,175961,64.84,5.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mpulungu
15,Aripuana,32,BR,83,-9.17,3665202,82.61,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Aripuana
16,Morros,88,BR,81,-2.87,3398381,80.99,6.15,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Morros
17,Kawalu,44,ID,95,-7.38,1640902,63.89,1.68,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Kawalu
18,Malinyi,76,TZ,99,-8.94,155016,69.16,1.45,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Malinyi
19,Nhulunbuy,8,AU,94,-12.18,2064735,78.8,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Nhulunbuy
20,Victoria,75,BN,94,5.28,1733782,78.8,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Victoria
21,Maningrida,0,AU,84,-12.05,2067089,81.98,4.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Maningrida
22,Agua Branca,20,BR,85,-5.89,3408221,78.74,1.79,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Agua Branca
23,Bima,0,ID,100,-8.45,1648759,72.71,2.68,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bima
24,Hithadhoo,80,MV,100,-0.6,1282256,84.77,7.72,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Hithadhoo
25,Mitsamiouli,75,KM,78,-11.38,921786,82.4,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mitsamiouli
26,Sao Jose da Coroa Grande,56,BR,95,-8.9,3388456,77.71,6.38,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Sao Jose da Coroa Grande
27,Georgetown,75,GY,88,6.8,3378644,78.8,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Georgetown
28,Lufilufi,40,WS,70,-13.87,4035249,87.8,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Lufilufi
29,Alta Floresta,20,BR,55,-9.87,6316343,89.6,1.12,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Alta Floresta
30,Lindi,92,TZ,93,-10.0,878281,74.87,3.58,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Lindi
31,Padang,68,ID,100,-0.92,1633419,77.12,0.67,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Padang
32,Olinda,40,EC,59,-2.03,3650121,89.6,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Olinda
33,Conceicao do Araguaia,40,BR,74,-8.26,3401845,84.2,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Conceicao do Araguaia
34,Morehead,90,US,81,38.18,4301307,44.6,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Morehead
35,Manoel Urbano,12,BR,72,-8.84,3663495,85.58,2.35,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Manoel Urbano
36,Soyo,88,AO,96,-6.13,2236967,78.47,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Soyo
37,Labuhan,12,ID,98,-2.54,1641899,69.38,2.13,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Labuhan
38,Tevaitoa,56,PF,100,-16.78,4033375,81.71,13.65,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tevaitoa
39,Mollendo,0,PE,41,-17.03,3934707,75.05,3.91,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mollendo
40,Caravelas,0,BR,100,-17.73,3466980,81.26,13.76,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Caravelas
41,Angoche,12,MZ,100,-16.23,1052944,81.49,5.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Angoche
42,Victoria Falls,0,ZW,72,-17.93,879431,64.03,3.47,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Victoria Falls
43,Ouegoa,100,NC,100,-20.34,2139259,74.15,10.51,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Ouegoa
44,Rikitea,44,PF,100,-23.12,4030556,77.98,6.6,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Rikitea
45,Mount Isa,0,AU,41,-20.73,2065594,77.0,12.75,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mount Isa
46,Huarmey,20,PE,54,-10.07,3939168,76.31,3.69,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Huarmey
47,Chimoio,24,MZ,91,-19.11,1049261,68.84,3.13,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Chimoio
48,Aiquile,88,BO,78,-18.2,3924341,59.84,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Aiquile
49,Karratha,0,AU,54,-20.74,6620339,81.71,11.41,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Karratha
50,Tautira,40,PF,62,-17.73,4033557,86.0,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tautira
51,Alofi,76,NU,100,-19.06,4036284,80.27,10.96,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Alofi
52,Haapiti,40,PF,62,-17.57,4034438,86.0,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Haapiti
53,Chitungwiza,0,ZW,88,-18.01,1106542,62.6,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Chitungwiza
54,Pailon,40,BO,51,-17.66,3909010,84.2,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Pailon
55,Vazante,20,BR,73,-17.99,3445418,76.63,2.68,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Vazante
56,Carnarvon,68,ZA,94,-30.97,1014034,56.6,10.51,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Carnarvon
57,Neiafu,75,TO,88,-18.65,4032420,77.0,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Neiafu
58,Quelimane,75,MZ,83,-17.88,1028434,78.8,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Quelimane
59,Avarua,90,CK,94,-21.21,4035715,71.6,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Avarua
60,Quatre Cocos,40,MU,83,-20.21,1106643,80.6,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Quatre Cocos
61,Le Port,20,FR,42,42.87,3036965,43.91,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Le Port
62,Vaitape,32,PF,99,-16.52,4033077,82.43,12.97,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Vaitape
63,Isangel,20,VU,100,-19.55,2136825,80.18,16.67,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Isangel
64,Port Hedland,24,AU,83,-20.31,2063042,78.8,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Port Hedland
65,Tsiroanomandidy,56,MG,97,-18.77,1054463,60.16,2.91,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tsiroanomandidy
66,Grand Gaube,40,MU,83,-20.01,934479,80.6,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Grand Gaube
67,Coxim,64,BR,75,-18.5,3465228,78.34,3.69,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Coxim
68,Grand Baie,40,MU,83,-20.02,934482,80.6,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Grand Baie
69,Hualmay,24,PE,69,-11.1,3939761,74.33,4.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Hualmay
70,Mairana,92,BO,92,-18.12,3910901,63.08,3.13,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mairana
71,Prado,12,BR,93,-17.34,3452483,81.13,12.64,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Prado
72,Goiatuba,32,BR,92,-18.02,3462371,75.32,1.34,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Goiatuba
73,Vaini,0,IN,91,15.34,1273574,66.32,3.02,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Vaini
74,Tarata,0,PE,38,-17.47,3927774,57.68,2.8,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tarata
75,Namibe,80,AO,100,-15.19,3347019,79.33,5.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Namibe
76,Geraldton,20,CA,35,49.72,5960603,10.4,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Geraldton
77,Mataura,0,NZ,76,-46.19,6201424,53.23,15.77,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mataura
78,Valparaiso,75,US,33,41.47,4927537,42.82,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Valparaiso
79,Arraial do Cabo,75,BR,78,-22.97,3471451,83.28,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Arraial do Cabo
80,Beloha,36,MG,81,-25.17,1067565,76.49,14.2,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Beloha
81,Cradock,56,ZA,99,-32.16,1012600,57.64,2.46,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Cradock
82,Ahipara,36,NZ,92,-35.17,2194098,62.63,4.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Ahipara
83,Port Augusta,0,AU,77,-32.49,2063056,60.8,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Port Augusta
84,Lebu,44,ET,75,8.96,344979,54.53,4.47,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Lebu
85,Graaff-Reinet,44,ZA,95,-32.25,1000543,58.76,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Graaff-Reinet
86,Durban,0,FR,93,43.54,3016194,53.02,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Durban
87,Alta Gracia,40,AR,56,-31.66,3866163,71.6,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Alta Gracia
88,Busselton,0,AU,94,-33.64,2075265,70.73,13.76,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Busselton
89,Margate,75,AU,67,-43.03,2158744,57.2,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Margate
90,San Francisco,1,US,52,37.78,5391959,66.22,12.75,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=San Francisco
91,Cidreira,92,BR,93,-30.17,3466165,70.73,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Cidreira
92,Richards Bay,48,ZA,78,-28.77,962367,76.81,11.18,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Richards Bay
93,Souillac,0,FR,67,45.6,3026644,59.0,16.11,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Souillac
94,Flinders,90,AU,93,-34.58,6255012,62.6,4.92,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Flinders
95,Avera,1,US,28,33.19,4231997,82.4,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Avera
96,Russell,24,AR,87,-33.01,3844421,61.24,2.91,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Russell
97,Northam,40,GB,100,51.04,2641434,49.39,13.87,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Northam
98,Mahebourg,40,MU,83,-20.41,934322,80.6,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mahebourg
99,Saint-Philippe,20,CA,38,45.36,6138908,39.15,19.46,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Saint-Philippe
100,Melo,92,UY,82,-32.37,3441702,72.31,8.39,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Melo
101,Saint-Joseph,0,FR,76,43.56,3037456,54.19,2.24,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Saint-Joseph
102,Ngunguru,0,NZ,100,-35.62,2186111,65.78,4.25,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Ngunguru
103,Kaeo,0,NZ,65,-35.1,2189343,61.73,4.59,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Kaeo
104,Rio Tercero,20,AR,65,-32.17,3838793,66.73,7.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Rio Tercero
105,Palmares do Sul,75,BR,83,-30.26,3455461,73.4,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Palmares do Sul
106,Broken Hill,0,AU,79,-31.97,2173911,52.19,10.63,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Broken Hill
107,Bambous Virieux,40,MU,83,-20.34,1106677,80.6,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bambous Virieux
108,San Juan,75,PR,74,18.47,4568138,80.6,16.11,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=San Juan
109,Luderitz,88,NA,82,-26.65,3355672,64.4,12.75,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Luderitz
110,Punta Arenas,75,CL,87,-53.16,3874787,47.23,12.75,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Punta Arenas
111,Chuy,56,UY,83,-33.69,3443061,71.36,8.95,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Chuy
112,East London,88,ZA,100,-33.02,1006984,74.56,14.09,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=East London
113,Kruisfontein,88,ZA,93,-34.0,986717,70.51,12.86,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Kruisfontein
114,Bluff,88,AU,77,-23.58,2175403,71.23,14.2,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bluff
115,New Norfolk,75,AU,67,-42.78,2155415,57.2,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=New Norfolk
116,Cape Town,20,ZA,72,-33.93,3369157,68.0,16.11,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Cape Town
117,Castro,64,CL,81,-42.48,3896218,62.59,4.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Castro
118,Bredasdorp,76,ZA,87,-34.53,1015776,60.8,9.4,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bredasdorp
119,Port Alfred,64,ZA,89,-33.59,964432,71.23,10.4,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Port Alfred
120,Rio Gallegos,90,AR,77,-51.62,3838859,59.0,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Rio Gallegos
121,Albany,20,US,31,42.65,5106834,41.59,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Albany
122,Mar del Plata,64,AR,41,-46.43,3863379,75.32,26.96,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Mar del Plata
123,Portland,75,US,70,45.52,5746545,47.43,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Portland
124,Dunedin,0,NZ,69,-45.87,2191562,54.53,15.21,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Dunedin
125,Rawson,0,AR,21,-43.3,3839307,86.84,7.72,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Rawson
126,Christchurch,12,NZ,43,-43.53,2192362,71.6,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Christchurch
127,Tocopilla,0,CL,93,-22.09,3869716,67.04,5.03,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tocopilla
128,Vila Velha,75,BR,83,-3.71,6320062,80.6,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Vila Velha
129,Bourail,64,NC,79,-21.57,2141714,76.09,5.48,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Bourail
130,Pisco,0,PE,61,-13.71,3932145,78.8,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Pisco
131,Chipinge,0,ZW,94,-20.19,893549,66.59,4.14,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Chipinge
132,Tarija,75,BO,63,-21.53,3903320,66.2,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Tarija
133,Moerai,92,PF,100,-22.43,4034188,80.63,5.37,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Moerai
134,Messina,0,IT,76,38.19,2524170,54.3,5.82,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Messina
135,Aguai,0,IT,43,46.3,6535956,55.4,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Aguai
136,Inhambane,68,MZ,97,-23.87,1045114,77.03,8.16,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Inhambane
137,Saint-Leu,0,RE,73,-21.15,6690297,77.94,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Saint-Leu
138,Alice Springs,0,AU,51,-23.7,2077895,60.8,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Alice Springs
139,Beroroha,76,MG,81,-21.68,1066831,72.76,3.47,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Beroroha
140,Itapora,48,BR,93,-22.08,3464460,76.54,5.59,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Itapora
141,Yacuiba,40,AR,74,-22.01,3901178,78.8,5.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Yacuiba
142,Pompeia,24,BR,75,-22.11,3453242,76.81,6.6,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Pompeia
143,Calama,0,CL,16,-22.46,3897347,69.8,24.16,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Calama
144,Henties Bay,92,NA,88,-22.12,3356832,71.0,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Henties Bay
145,Ushuaia,75,AR,93,-54.81,3833367,44.37,8.05,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Ushuaia
146,Hobart,75,AU,67,-42.88,2163355,57.2,10.29,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Hobart
147,Port Elizabeth,90,US,65,39.31,4501427,44.6,3.36,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Port Elizabeth
148,Kaitangata,0,NZ,73,-46.28,2208248,53.81,20.8,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Kaitangata
149,Hermanus,68,ZA,96,-34.42,3366880,63.8,4.7,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Hermanus
150,Rangoon,36,MM,78,16.81,1298824,80.6,6.93,http://api.openweathermap.org/data/2.5/weather?appid=cc2673f85c7bc99711220b176e68a8e6&units=imperial&q=Rangoon
